2025-05-25 14:32:18,061 INFO [main] Login attempt - IP: N/A | User: angel | Status: register_success
2025-06-01 00:36:01,224 INFO [utils.security] Login attempt - IP: N/A | User: sfdsfsfsadf | Status: login_success
2025-06-01 01:05:49,313 INFO [utils.security] Login attempt - IP: N/A | User: joelarriola | Status: register_success
2025-06-01 01:08:09,307 INFO [utils.security] Login attempt - IP: N/A | User: joelarriola | Status: register_success
2025-06-01 12:49:38,868 INFO [utils.security] Login attempt - IP: N/A | User: joelarriola | Status: register_success
2025-06-01 15:07:45,154 INFO [utils.security] Login attempt - IP: N/A | User: joelarriola | Status: login_failed
2025-06-01 15:07:59,203 INFO [utils.security] Login attempt - IP: N/A | User: joelarriola | Status: login_failed
2025-06-01 15:08:07,334 INFO [utils.security] Login attempt - IP: N/A | User: joelarriola | Status: login_failed
2025-06-01 15:08:13,291 INFO [utils.security] Login attempt - IP: N/A | User: joelarriola | Status: register_success
2025-06-01 15:08:17,626 INFO [utils.security] Login attempt - IP: N/A | User: joelarriola | Status: login_success
2025-06-01 15:22:23,791 INFO [utils.security] Login attempt - IP: N/A | User: joelarriola | Status: register_success
2025-06-01 15:22:27,983 INFO [utils.security] Login attempt - IP: N/A | User: joelarriola | Status: login_success
